NUM,ACH1,ACH2,ACH3,ACH4,ACH5,ACH6,ACH7,ACH8,ACH9,ACH10,ACH11,ACH12,ACH13,ACH14,ACH15,ACH16,ACH17,ACH18,ACH19,ACH20,ACH21,ACH22,ACH23,ACH24,ACH25,ACH26,ACH27,ACH28,ACH29,ACH30
451,9983,4944,9528,1276,2705,-3961,-695,-2201,3538,1071,2764,-3982,1320,2737,-3967,0,-164,0,6061,3945,8907,7187,8962,7193,-1342,-13,-3452,-3388,7195,7200
452,9980,4930,9528,102,3462,-3512,4,-3051,3032,-124,3473,-3495,113,3506,-3534,0,-249,0,6077,3943,8900,7187,8955,7169,-1424,5,-3452,-3386,7176,7181
453,9986,4978,9528,-1499,3912,-2646,1213,-3433,2173,-1709,3933,-2526,-1483,3955,-2668,0,-277,0,6087,3939,8907,7281,8962,7275,-1336,28,-3452,-3266,7156,7161
454,9990,5020,9528,-2479,3960,-1710,2222,-3327,1327,-2656,3885,-1623,-2457,4014,-1743,0,-216,0,6100,3937,8904,7129,8958,7157,-1249,37,-3452,-3293,7239,7244
455,9986,5048,9528,-3350,3630,-450,3180,-2946,117,-3490,3533,-281,-3328,3684,-487,0,-207,0,6110,3932,8900,7153,8955,7169,-1172,54,-3452,-3544,7212,7217
456,9993,5032,9528,-3880,2975,789,3660,-2316,-405,-4009,2819,903,-3869,3024,773,0,-169,0,6126,3926,8904,7187,8962,7169,-1178,56,-3452,-3669,7186,7190
457,9996,4978,9528,-4064,2034,2083,3730,-1421,-1515,-4128,1839,2175,-4053,2077,2066,0,-104,0,6135,3920,8900,7222,8955,7240,-1295,58,-3452,-3716,7151,7156
458,9996,4942,9528,-3869,860,3024,3447,-339,-2566,-3890,633,3095,-3869,892,3024,0,-38,0,6155,3914,8904,7187,8958,7145,-1407,58,-3452,-3548,7239,7244
459,9990,4948,9528,-3323,-423,3663,2829,192,-3283,-3311,-654,3684,-3323,-385,3684,0,37,0,6171,3908,8907,7141,8962,7157,-1395,52,-3452,-3538,7166,7171
460,9996,4998,9528,-2462,-1737,3960,2044,1447,-3473,-2386,-1947,3955,-2468,-1721,3987,0,98,0,6190,3901,8904,7222,8958,7216,-1313,25,-3452,-3698,7248,7190
461,9993,5056,9528,-1191,-2928,3857,871,2672,-3243,-1093,-3073,3798,-1196,-2901,3885,0,135,0,6210,3895,8907,7153,8962,7157,-1190,-4,-3452,-3718,7208,7212
462,9990,5064,9528,-130,-3572,3452,-30,3409,-2805,-119,-3701,3349,-120,-3534,3490,0,238,0,6229,3887,8910,7234,8962,7251,-1149,-22,-3452,-3716,7134,7139
463,9996,5028,9528,1260,-4005,2683,-707,3718,-2035,1428,-4047,2548,1260,-3978,2716,0,285,0,6248,3878,8900,7199,8965,7216,-1208,-36,-3452,-3433,7242,7247
464,9993,4976,9528,2402,-4059,1666,-1840,3686,-1091,2445,-4090,1493,2429,-4042,1688,0,182,0,6264,3868,8897,7141,8962,7157,-1331,-49,-3452,-3339,7178,7183
465,9996,4944,9528,3257,-3761,400,-2782,3285,84,3268,-3765,178,3284,-3750,411,0,145,0,6287,3860,8910,7211,8965,7263,-1389,-66,-3452,-3451,7161,7166
466,10000,4968,9528,3793,-3090,-893,-3377,2615,583,3787,-3035,-1093,3830,-3090,-882,0,117,0,6306,3851,8904,7199,8965,7204,-1377,-67,-3452,-3452,7212,7217
467,9993,5018,9528,3977,-2132,-2138,-3426,1733,1772,3928,-2045,-2315,4020,-2127,-2127,0,88,0,6329,3843,8900,7153,8962,7110,-1284,-72,-3452,-3422,7198,7203
468,10000,5058,9528,3782,-942,-3101,-3131,637,2843,3711,-773,-3235,3830,-942,-3090,0,37,0,6355,3833,8907,7246,8965,7287,-1184,-71,-3452,-3160,7164,7168
469,10003,5054,9528,3214,292,-3772,-2517,-105,3517,3078,508,-3847,3257,281,-3772,0,-43,0,6371,3820,8904,7199,8958,7204,-1167,-61,-3452,-3151,7234,7239
470,10000,5008,9528,2364,1666,-4048,-1758,-1065,3742,2186,1753,-4074,2434,1677,-4042,0,-122,0,6400,3811,8904,7141,8958,7122,-1243,-34,-3452,-3277,7200,7208
471,10010,4962,9528,1266,2727,-3967,-714,-2206,3536,1065,2764,-3987,1314,2732,-3972,0,-160,0,6416,3799,8907,7222,8958,7216,-1372,-11,-3452,-3358,7208,7212
472,10016,4948,9528,91,3468,-3518,-2,-3065,3051,-124,3479,-3490,119,3506,-3534,0,-267,0,6432,3788,8900,7176,8958,7181,-1424,5,-3452,-3421,7215,7220
473,10023,4996,9528,-1505,3912,-2652,1215,-3444,2177,-1704,3933,-2526,-1478,3949,-2668,0,-296,0,6464,3776,8904,7176,8958,7145,-1336,18,-3452,-3246,7188,7193
474,10026,5040,9528,-2479,3966,-1716,2227,-3351,1330,-2651,3895,-1617,-2457,4009,-1743,0,-235,0,6490,3765,8904,7246,8965,7240,-1243,37,-3452,-3349,7176,7181
475,10023,5070,9528,-3339,3652,-460,3185,-2962,117,-3484,3538,-281,-3317,3684,-487,0,-202,0,6516,3752,8900,7270,8955,7228,-1167,53,-3452,-3519,7159,7164
476,10030,5050,9528,-3886,2986,773,3655,-2313,-395,-3998,2824,903,-3864,3024,768,0,-155,0,6545,3737,8907,7187,8962,7216,-1196,57,-3452,-3678,7142,7149
477,10030,5002,9528,-4064,2045,2066,3730,-1437,-1519,-4128,1850,2180,-4053,2072,2066,0,-99,0,6567,3723,8900,7222,8962,7204,-1266,58,-3452,-3718,7239,7244
478,10030,4962,9528,-3875,860,3008,3456,-332,-2566,-3895,638,3089,-3864,898,3024,0,-33,0,6600,3709,8900,7176,8958,7122,-1395,57,-3452,-3557,7215,7220
479,10016,4966,9528,-3317,-417,3668,2843,180,-3283,-3300,-654,3679,-3312,-379,3684,0,42,0,6629,3695,8904,7176,8958,7240,-1389,53,-3452,-3521,7142,7149
480,10030,5022,9528,-2338,-1883,3982,1922,1608,-3484,-2267,-2083,3949,-2338,-1873,3993,0,88,0,6661,3681,8907,7187,8962,7228,-1295,22,-3452,-3696,7248,7248
481,10026,5066,9528,-1353,-2814,3885,981,2548,-3295,-1190,-2959,3852,-1353,-2793,3917,0,131,0,6696,3667,8900,7176,8955,7134,-1213,0,-3452,-3771,7186,7193
482,10023,5078,9528,-130,-3583,3452,4,3398,-2800,-32,-3668,3343,-130,-3550,3484,0,257,0,6728,3653,8907,7199,8962,7228,-1155,-23,-3452,-3718,7132,7137
483,10026,5042,9528,1266,-4005,2689,-709,3721,-2056,1428,-4041,2553,1260,-3978,2721,0,304,0,6761,3637,8897,7199,8962,7157,-1213,-36,-3452,-3411,7242,7247
484,10023,4992,9528,2407,-4064,1655,-1838,3690,-1091,2451,-4096,1498,2424,-4048,1682,0,182,0,6786,3621,8897,7117,8955,7169,-1307,-47,-3452,-3337,7176,7181
485,10023,4962,9528,3343,-3696,216,-2925,3182,46,3360,-3646,189,3370,-3702,243,0,103,0,6825,3605,8904,7222,8958,7193,-1395,-73,-3452,-3451,7168,7173
486,10026,4984,9528,3782,-3085,-904,-3374,2618,580,3782,-3035,-1098,3825,-3096,-882,0,98,0,6857,3590,8904,7187,8965,7228,-1366,-69,-3452,-3466,7230,7234
487,10030,5028,9528,3982,-2111,-2143,-3430,1725,1770,3928,-2045,-2310,4025,-2132,-2127,0,65,0,6890,3575,8904,7176,8958,7122,-1290,-75,-3452,-3408,7164,7168
488,10026,5070,9528,3776,-937,-3106,-3140,674,2824,3684,-827,-3246,3836,-947,-3085,0,37,0,6922,3559,8904,7281,8965,7240,-1184,-72,-3452,-3167,7248,7248
489,10026,5066,9528,3219,292,-3777,-2571,-112,3522,3078,514,-3852,3268,281,-3772,0,-43,0,6954,3543,8900,7141,8962,7098,-1155,-61,-3452,-3122,7208,7212
490,10033,5018,9528,2380,1661,-4032,-1725,-1067,3747,2191,1763,-4101,2424,1671,-4048,0,-108,0,6986,3527,8900,7199,8955,7181,-1254,-34,-3452,-3302,7188,7195
491,10036,4972,9528,1282,2710,-3961,-716,-2217,3555,1071,2770,-3982,1314,2732,-3978,0,-160,0,7018,3509,8904,7234,8962,7240,-1336,-13,-3452,-3376,7193,7200
492,10033,4960,9528,86,3468,-3512,11,-3088,3030,-178,3527,-3457,102,3500,-3528,0,-244,0,7051,3493,8897,7164,8958,7193,-1401,4,-3452,-3398,7193,7198
493,10043,5006,9528,-1499,3912,-2652,1213,-3447,2180,-1709,3939,-2526,-1478,3955,-2668,0,-277,0,7089,3476,8900,7222,8955,7169,-1325,24,-3452,-3282,7198,7205
494,10043,5050,9528,-2479,3977,-1710,2229,-3365,1330,-2656,3901,-1617,-2457,4014,-1743,0,-216,0,7125,3461,8907,7292,8962,7216,-1231,34,-3452,-3301,7164,7168
495,10046,5080,9528,-3344,3630,-460,3135,-2967,119,-3490,3538,-281,-3323,3673,-487,0,-197,0,7163,3444,8897,7199,8955,7204,-1155,51,-3452,-3560,7125,7129
496,9727,4892,9528,-3869,2970,773,3435,-2138,-351,-3944,2786,881,-3853,3019,762,0,-146,0,7199,3426,8846,5701,8907,5680,-1178,37,-3452,-3434,6055,6060
497,9753,4836,9528,-4091,2045,2077,3454,-1295,-1348,-4177,1855,2180,-4075,2088,2056,0,-99,0,7241,3260,8842,3593,8910,3661,-1272,41,-3452,-3384,2088,2085
498,10526,5270,9650,-3626,1060,2764,7,0,4,-3998,903,2916,-3647,1098,2894,0,-43,0,9455,2979,8775,-62,8830,-38,-24,-5,0,-285,4698,4698
499,10955,5477,9650,-3415,-206,3533,-2,-4,-2,-3349,-497,3576,-3328,-341,3571,0,32,0,9935,3019,8778,-62,8833,-38,-6,2,0,-1223,4698,4698
500,11159,5571,9650,-2614,-1445,3906,-2,-2,-4,-2532,-1601,3901,-2609,-1434,3890,0,93,0,11011,2803,8772,-62,8830,-50,-6,3,0,-2299,4698,4698
501,11152,5565,9650,-1537,-2506,3922,0,7,4,-1444,-2651,3857,-1532,-2511,3912,0,131,0,10818,2559,8772,-62,8826,-50,-12,4,0,-3251,4698,4698
502,11152,5569,9650,-276,-3323,3565,-7,-4,-7,-178,-3430,3479,-271,-3328,3565,0,149,0,10728,2256,8775,-37,8836,-38,0,6,0,-608,4698,4698
503,11149,5565,9650,968,-3853,2764,-2,-4,-4,1055,-3863,2851,990,-3858,2829,0,309,0,10563,1990,8772,-37,8826,-62,-6,6,0,7,4698,4698
504,11142,5561,9650,2131,-3983,1855,-4,4,-4,1509,-3955,2483,2148,-3988,1866,0,210,0,10457,1755,8775,-37,8830,-38,0,3,0,8,4698,4698
505,11142,5559,9650,3057,-3734,643,-2,2,-7,1504,-3949,2483,3165,-3707,492,0,163,0,10389,1548,8772,-37,8830,-50,-6,4,0,10,4698,4698
506,11135,5561,9650,3668,-3063,-790,-7,0,-7,1504,-3944,2483,3755,-3074,-785,0,131,0,10351,1344,8772,-25,8833,-38,0,4,0,5,4698,4698
507,11132,5555,9650,3939,-2251,-1835,0,-4,-2,1504,-3949,2478,3971,-2278,-1835,0,93,0,10328,1204,8772,-37,8823,-50,-6,4,0,6,4698,4698
508,11132,5557,9650,3825,-1131,-2830,-4,-4,-7,1498,-3949,2483,3863,-1142,-2836,0,32,0,10309,1062,8772,-37,8826,-50,0,2,0,-2,4698,4698
509,11129,5555,9650,3262,297,-3637,-11,-9,-9,1509,-3949,2483,3295,292,-3642,0,-47,0,10299,937,8772,-37,8830,-38,5,3,0,-10,4698,4698
510,11125,5555,9650,2543,1385,-3945,-2,-7,-2,1498,-3955,2478,2586,1385,-3961,0,-94,0,10283,827,8772,-37,8830,-50,5,4,0,-4,4698,4698
511,11132,5553,9650,1471,2451,-3961,-11,-14,-11,1504,-3944,2489,1509,2456,-3994,0,-141,0,10270,729,8772,-37,8830,-38,5,3,0,-13,4698,4698
512,11119,5551,9650,211,3284,-3599,-14,-7,-2,1504,-3949,2489,238,3278,-3626,0,-174,0,10260,644,8768,-37,8826,-50,0,3,0,-12,4698,4698
513,11115,5549,9650,-1061,3765,-2879,-2,-4,-2,1498,-3955,2478,-1023,3782,-2928,0,-300,0,10244,568,8768,-49,8826,-62,-6,4,0,-12,4698,4698
514,11119,5551,9650,-2192,3922,-1905,-7,-14,-9,1504,-3949,2483,-2170,3939,-1938,0,-235,0,10225,501,8772,-25,8830,-38,5,3,0,-8,4698,4698
515,11115,5549,9650,-3117,3695,-688,-9,-11,-4,1504,-3949,2483,-3101,3711,-720,0,-169,0,10202,443,8765,-49,8826,-50,0,3,0,-2,4698,4698
516,11112,5547,9650,-3729,3122,606,-2,-4,-2,1498,-3949,2478,-3723,3132,568,0,-141,0,10173,391,8772,-37,8830,-62,0,3,0,-2,4698,4698
517,11112,5549,9650,-3994,2223,1801,-9,-11,-7,1504,-3944,2483,-3999,2245,1780,0,-99,0,10148,345,8768,-37,8830,-62,0,4,0,-1,4698,4698
518,11105,5547,9650,-3886,1082,2802,-4,-4,-7,1498,-3949,2478,-3886,1109,2786,0,-47,0,10112,305,8768,-37,8823,-50,0,3,0,4,4698,4698
519,11105,5545,9650,-3409,-217,3522,-2,-2,-7,1504,-3944,2483,-3420,-195,3506,0,14,0,10074,269,8772,-25,8833,-50,17,4,0,11,4698,4698
520,11109,5547,9650,-2609,-1461,3912,-11,-4,-7,1504,-3944,2483,-2619,-1445,3906,0,98,0,10045,238,8768,-37,8826,-62,5,3,0,15,4698,4698
521,11109,5543,9650,-1521,-2527,3928,-2,-4,-7,1504,-3949,2478,-1532,-2517,3928,0,131,0,10009,210,8768,-37,8823,-62,5,4,0,14,4698,4698
522,11099,5545,9650,-266,-3361,3565,2,4,-2,1498,-3949,2483,-271,-3344,3565,0,173,0,9980,186,8772,-49,8826,-38,5,4,0,18,4698,4698
523,11102,5543,9650,995,-3864,2851,-7,-4,-7,1509,-3944,2489,1001,-3853,2862,0,295,0,9958,165,8772,-37,8826,-50,0,3,0,11,4698,4698
524,11099,5541,9650,2142,-4015,1861,-4,0,-7,1504,-3944,2483,2148,-4010,1866,0,220,0,9941,146,8765,-49,8823,-62,0,3,0,10,4698,4698
525,11099,5543,9650,3078,-3766,654,7,7,2,1493,-3955,2478,3089,-3772,654,0,159,0,9922,129,8772,-25,8830,-50,0,3,0,4,4698,4698
526,11099,5543,9650,3690,-3182,-623,-4,-7,-7,1498,-3949,2483,3711,-3193,-617,0,131,0,9919,114,8768,-37,8826,-50,-6,2,0,-1,4698,4698
527,11095,5539,9650,3955,-2284,-1835,-2,-2,-4,1498,-3944,2478,3977,-2289,-1846,0,98,0,9909,101,8765,-49,8820,-62,-6,1,0,-2,4698,4698
528,11095,5539,9650,3803,-985,-2960,-4,0,-2,1498,-3944,2483,3830,-1002,-2960,0,28,0,9906,90,8765,-49,8823,-62,0,3,0,-6,4698,4698
529,11099,5539,9650,3365,167,-3572,-4,-7,-9,1504,-3944,2483,3398,146,-3583,0,-24,0,9912,79,8768,-37,8826,-50,5,3,0,-9,4698,4698
530,11092,5537,9650,2429,1536,-3994,-9,-14,-9,1498,-3939,2483,2467,1531,-4005,0,-108,0,9909,71,8768,-25,8826,-38,5,3,0,-13,4698,4698
531,11089,5537,9650,1471,2489,-3972,-4,-7,-4,1493,-3949,2478,1509,2478,-3999,0,-141,0,9912,63,8772,-25,8826,-25,0,3,0,-12,4698,4698
532,11092,5537,9650,211,3300,-3610,-9,-11,-4,1498,-3944,2483,238,3300,-3642,0,-174,0,9919,56,8768,-49,8826,-50,11,3,0,-6,4698,4698
533,11089,5535,9650,-1072,3803,-2901,-7,-9,-2,1498,-3944,2478,-1034,3803,-2933,0,-310,0,9922,50,8765,-49,8823,-50,5,3,0,-3,4698,4698
534,11085,5533,9650,-2208,3949,-1905,-7,-14,-9,1498,-3949,2478,-2186,3966,-1943,0,-249,0,9922,45,8768,-25,8826,-50,5,4,0,-4,4698,4698
535,11085,5535,9650,-3128,3717,-699,-7,-9,-4,1498,-3939,2478,-3112,3738,-720,0,-174,0,9929,40,8768,-49,8826,-62,5,3,0,0,4698,4698
536,11082,5535,9650,-3745,3132,600,-4,-9,-2,1498,-3944,2478,-3739,3149,568,0,-141,0,9935,36,8768,-49,8820,-62,11,2,0,-5,4698,4698
537,11085,5531,9650,-4010,2229,1812,-4,-11,-7,1498,-3944,2478,-4010,2250,1785,0,-99,0,9922,32,8768,-37,8826,-50,5,3,0,5,4698,4698
538,11079,5531,9650,-3896,1082,2819,-7,-7,-7,1498,-3944,2483,-3902,1109,2797,0,-52,0,9922,29,8768,-37,8826,-62,0,2,0,10,4698,4698
539,11079,5529,9650,-3420,-217,3533,0,-2,0,1498,-3949,2478,-3426,-190,3522,0,9,0,9916,26,8768,-37,8820,-62,-6,2,0,14,4698,4698
540,11079,5529,9650,-2614,-1456,3922,0,-4,-4,1493,-3949,2472,-2619,-1445,3917,0,88,0,9912,24,8768,-37,8830,-50,5,4,0,18,4698,4698
541,11079,5531,9650,-1526,-2533,3933,-4,-4,-9,1498,-3944,2478,-1532,-2522,3944,0,135,0,9906,21,8768,-37,8826,-62,0,2,0,8,4698,4698
542,11072,5527,9650,-271,-3361,3571,2,7,-2,1498,-3949,2478,-276,-3371,3576,0,168,0,9900,19,8768,-49,8823,-62,-6,4,0,10,4698,4698
543,11075,5527,9650,1001,-3875,2862,-2,0,-2,1498,-3944,2478,1006,-3875,2867,0,299,0,9896,18,8768,-49,8826,-62,0,2,0,9,4698,4698
544,11072,5527,9650,2148,-4026,1866,-7,0,-4,1498,-3944,2483,2158,-4032,1882,0,220,0,9893,16,8765,-49,8826,-62,-6,3,0,3,4698,4698
545,11069,5527,9650,3078,-3777,649,-2,4,-2,1498,-3944,2478,3095,-3794,654,0,168,0,9890,15,8765,-49,8820,-62,-6,4,0,4,4698,4698
546,11072,5525,9650,3701,-3177,-623,0,-4,-4,1493,-3944,2478,3728,-3204,-623,0,135,0,9887,14,8768,-37,8826,-50,-6,3,0,-4,4698,4698
547,11072,5525,9650,3960,-2273,-1851,-4,-4,-7,1498,-3939,2483,3993,-2300,-1851,0,93,0,9887,13,8768,-37,8823,-62,0,2,0,-6,4698,4698
548,11065,5523,9650,3852,-1131,-2841,-7,0,-2,1498,-3939,2478,3885,-1153,-2863,0,42,0,9883,12,8762,-49,8823,-62,11,4,0,-10,4698,4698
549,11065,5523,9650,3381,173,-3572,-4,-4,-9,1493,-3944,2483,3414,151,-3593,0,-29,0,9887,11,8772,-25,8826,-38,5,4,0,-13,4698,4698
550,11069,5523,9650,2559,1390,-3967,-2,-4,-2,1493,-3944,2478,2597,1390,-3994,0,-104,0,9890,10,8768,-37,8823,-38,-6,3,0,-6,4698,4698
551,11059,5521,9650,1477,2586,-3967,-7,-9,-7,1498,-3944,2472,1358,2591,-3994,0,-155,0,9883,10,8765,-49,8823,-62,0,3,0,-6,4698,4698
552,11062,5519,9650,216,3306,-3615,-7,-14,-7,1498,-3939,2478,243,3316,-3653,0,-178,0,9887,9,8768,-37,8826,-38,5,3,0,-8,4698,4698
553,11062,5521,9650,-1072,3803,-2906,-2,-7,-4,1498,-3944,2472,-1045,3820,-2944,0,-314,0,9890,9,8768,-49,8826,-50,0,3,0,-6,4698,4698
554,11055,5519,9650,-2219,3949,-1911,0,-9,0,1493,-3944,2472,-2192,3971,-1954,0,-239,0,9890,8,8765,-49,8823,-50,0,4,0,-7,4698,4698
555,11055,5523,9650,-3133,3728,-682,-11,-14,-9,1498,-3944,2478,-3123,3755,-715,0,-183,0,9890,8,8768,-37,8826,-50,11,2,0,2,4698,4698
556,11055,5519,9650,-3750,3127,606,-7,-2,-2,1498,-3944,2472,-3750,3159,573,0,-150,0,9890,7,8762,-37,8820,-50,0,2,0,1,4698,4698
557,11055,5517,9650,-4015,2240,1823,-4,-7,-4,1493,-3939,2472,-4021,2261,1791,0,-108,0,9887,7,8768,-37,8817,-50,0,4,0,8,4698,4698
558,11059,5519,9650,-3902,1092,2819,-7,-9,-9,1493,-3944,2478,-3918,1109,2802,0,-52,0,9887,7,8768,-25,8826,-25,0,4,0,13,4698,4698
559,11052,5519,9650,-3431,-222,3538,-4,-4,-9,1504,-3939,2478,-3436,-195,3527,0,14,0,9890,6,8762,-49,8823,-62,0,3,0,9,4698,4698
560,11049,5515,9650,-2625,-1467,3939,0,2,-2,1493,-3944,2472,-2636,-1451,3928,0,93,0,9883,6,8765,-49,8826,-50,0,4,0,13,4698,4698
561,11049,5517,9650,-1532,-2538,3949,-9,-2,-4,1498,-3939,2483,-1543,-2527,3949,0,140,0,9883,6,8768,-37,8823,-50,0,4,0,10,4698,4698
562,11049,5515,9650,-271,-3382,3587,-4,-2,-7,1498,-3939,2483,-282,-3377,3582,0,173,0,9883,6,8765,-37,8823,-50,-6,3,0,7,4698,4698
563,11045,5517,9650,1006,-3880,2873,-2,2,-2,1498,-3939,2472,1011,-3886,2873,0,313,0,9877,6,8768,-37,8826,-50,0,4,0,8,4698,4698
564,11042,5515,9650,2153,-4032,1872,-7,0,-7,1493,-3944,2472,2169,-4042,1882,0,234,0,9880,6,8768,-25,8823,-50,0,4,0,0,4698,4698
565,11045,5513,9650,3084,-3794,654,2,0,0,1498,-3939,2472,3100,-3799,654,0,182,0,9877,6,8762,-37,8823,-75,-6,4,0,-5,4698,4698
566,11042,5513,9650,3717,-3193,-623,-2,-2,-7,1498,-3939,2472,3733,-3209,-628,0,145,0,9874,6,8768,-25,8826,-38,5,4,0,-7,4698,4698
567,11042,5513,9650,3971,-2289,-1846,-7,-4,-9,1504,-3933,2483,4004,-2300,-1851,0,98,0,9877,5,8765,-49,8823,-50,5,3,0,-8,4698,4698
568,11039,5511,9650,3857,-1148,-2857,-4,2,-2,1493,-3939,2472,3885,-1158,-2868,0,42,0,9877,5,8765,-49,8823,-50,-6,3,0,-4,4698,4698
569,11039,5511,9650,3392,178,-3577,0,-2,-2,1493,-3944,2472,3419,151,-3599,0,-15,0,9874,5,8768,-37,8826,-50,0,4,0,-11,4698,4698
570,11039,5511,9650,2559,1406,-3972,-7,-11,-7,1504,-3939,2478,2602,1396,-4005,0,-113,0,9874,5,8765,-25,8823,-50,5,3,0,-8,4698,4698
571,11035,5509,9650,1477,2494,-3999,0,-2,0,1493,-3944,2467,1509,2483,-4026,0,-141,0,9877,5,8762,-49,8817,-50,5,1,0,-10,4698,4698
572,11035,5509,9650,205,3327,-3631,-7,-9,-2,1487,-3944,2472,243,3327,-3664,0,-174,0,9877,5,8768,-37,8823,-38,11,4,0,-9,4698,4698
573,11032,5509,9650,-1072,3825,-2809,-9,-7,-4,1498,-3939,2472,-1202,3868,-2841,0,-305,0,9880,5,8765,-49,8820,-50,0,3,0,-6,4698,4698
574,11032,5509,9650,-2214,3977,-1921,-7,-11,-2,1498,-3939,2472,-2197,3982,-1954,0,-239,0,9880,5,8762,-37,8823,-50,0,3,0,-3,4698,4698
575,11029,5507,9650,-3139,3755,-688,0,-4,0,1498,-3939,2472,-3128,3760,-720,0,-174,0,9880,5,8768,-25,8826,-50,5,4,0,3,4698,4698
576,11029,5505,9650,-3826,3051,768,-4,0,2,1493,-3939,2467,-3815,3067,730,0,-146,0,9883,5,8772,-49,8823,-62,-6,4,0,-2,4698,4698
577,11032,5505,9650,-4026,2261,1823,-4,-7,-7,1498,-3939,2472,-4026,2267,1791,0,-104,0,9880,5,8765,-25,8823,-50,-6,3,0,4,4698,4698
578,11025,5505,9650,-3918,1103,2819,0,-4,-7,1487,-3944,2467,-3923,1120,2808,0,-47,0,9880,5,8765,-37,8823,-38,5,4,0,12,4698,4698
579,11025,5505,9650,-3442,-222,3544,-4,-7,-7,1498,-3933,2478,-3442,-190,3538,0,9,0,9883,5,8765,-37,8823,-50,-6,3,0,11,4698,4698
580,11022,5505,9650,-2625,-1472,3944,-9,-2,-2,1498,-3933,2472,-2630,-1451,3933,0,93,0,9887,5,8765,-49,8820,-62,0,4,0,11,4698,4698
581,11025,5503,9650,-1532,-2554,3955,-7,0,-2,1487,-3944,2472,-1537,-2538,3955,0,140,0,9880,5,8768,-37,8826,-38,5,3,0,16,4698,4698
582,11025,5503,9650,-266,-3388,3582,-2,-4,-4,1498,-3933,2472,-276,-3388,3592,0,168,0,9883,5,8765,-37,8820,-50,0,4,0,9,4698,4698
583,11019,5499,9650,1006,-3902,2873,2,0,-4,1498,-3939,2472,1006,-3896,2878,0,318,0,9890,5,8765,-37,8820,-50,0,4,0,6,4698,4698
584,11022,5501,9650,2164,-4048,1882,-4,2,-7,1498,-3933,2478,2169,-4048,1888,0,234,0,9883,5,8768,-25,8826,-50,11,3,0,2,4698,4698
585,11019,5503,9650,3095,-3799,654,-2,-4,-7,1504,-3933,2478,3116,-3804,660,0,177,0,9883,5,8765,-37,8823,-50,5,1,0,-1,4698,4698
586,11012,5499,9650,3717,-3198,-623,0,-4,-4,1487,-3939,2467,3738,-3220,-628,0,140,0,9880,5,8765,-49,8820,-62,-6,4,0,2,4698,4698
587,11015,5501,9650,3982,-2289,-1851,0,-2,-4,1487,-3939,2472,4014,-2311,-1862,0,98,0,9880,5,8768,-37,8826,-38,0,4,0,-9,4698,4698
588,11019,5501,9650,3868,-1142,-2868,-7,-4,-9,1498,-3933,2472,3901,-1169,-2874,0,37,0,9883,5,8762,-37,8823,-50,-6,3,0,-9,4698,4698
589,11012,5497,9650,3392,178,-3577,0,0,0,1493,-3939,2467,3419,151,-3610,0,-24,0,9880,5,8762,-49,8820,-75,-6,4,0,-4,4698,4698
590,11009,5499,9650,2575,1412,-3967,-2,-2,-2,1487,-3939,2467,2608,1401,-4005,0,-99,0,9883,5,8768,-37,8823,-38,5,4,0,-12,4698,4698
591,11012,5497,9650,1487,2494,-3994,-7,-11,-4,1498,-3933,2478,1515,2494,-4032,0,-141,0,9887,5,8765,-37,8823,-50,-6,3,0,-6,4698,4698
592,11005,5495,9650,211,3327,-3631,-9,-9,-4,1493,-3939,2472,238,3327,-3669,0,-174,0,9890,5,8762,-49,8820,-62,5,3,0,-9,4698,4698
593,11009,5493,9650,-1072,3836,-2917,-11,-11,-9,1498,-3939,2478,-1039,3847,-2955,0,-310,0,9887,5,8765,-37,8823,-50,11,4,0,-5,4698,4698
594,11005,5495,9650,-2349,3966,-1770,-11,-11,-4,1487,-3939,2472,-2333,3987,-1813,0,-216,0,9890,5,8768,-37,8823,-50,5,4,0,-1,4698,4698
595,11002,5493,9650,-3150,3749,-688,-2,-9,0,1493,-3939,2467,-3133,3776,-726,0,-169,0,9887,5,8768,-37,8820,-50,11,4,0,0,4698,4698
596,11009,5495,9650,-3761,3154,611,-14,-11,-7,1498,-3933,2472,-3766,3181,573,0,-146,0,9890,5,8768,-25,8826,-38,5,4,0,7,4698,4698
597,11005,5493,9650,-4026,2240,1823,-7,-7,-9,1498,-3933,2472,-4037,2267,1791,0,-99,0,9893,5,8762,-49,8820,-50,0,3,0,4,4698,4698
598,11002,5493,9650,-3918,1092,2835,0,-4,-2,1487,-3939,2467,-3923,1125,2808,0,-52,0,9890,5,8768,-37,8823,-50,0,4,0,10,4698,4698
599,11002,5491,9650,-3436,-212,3549,-7,-7,-4,1493,-3939,2472,-3447,-184,3549,0,14,0,9893,5,8765,-25,8823,-38,0,3,0,14,4698,4698
600,10999,5491,9650,-2636,-1467,3939,-9,-4,-4,1498,-3933,2472,-2641,-1456,3939,0,98,0,9893,5,8762,-25,8820,-50,0,2,0,9,4698,4698
601,10995,5489,9650,-1543,-2538,3949,-7,0,-7,1498,-3933,2472,-1548,-2538,3960,0,135,0,9890,5,8762,-37,8820,-50,0,3,0,10,4698,4698
602,10995,5489,9650,-276,-3382,3587,-2,0,-11,1493,-3933,2472,-271,-3382,3598,0,163,0,9893,5,8765,-37,8823,-62,0,3,0,9,4698,4698
603,10995,5491,9650,1001,-3896,2867,-4,-4,-4,1498,-3928,2478,1006,-3907,2884,0,304,0,9896,5,8762,-49,8823,-62,0,3,0,7,4698,4698
